,naics,countOsm,countStatcan,osmCompleteness,population density,median income,ale_index,% non-immigrants,% not a visible minority,% postsecondary
5835,54194,1,0,inf,3014.9,25888.0,1.0309299,0.43427230046948356,0.3403755868544601,0.31690140845070425
5836,72111,1,1,1.0,3014.9,25888.0,1.0309299,0.43427230046948356,0.3403755868544601,0.31690140845070425
5837,72112,1,0,inf,3014.9,25888.0,1.0309299,0.43427230046948356,0.3403755868544601,0.31690140845070425
5838,81293,6,0,inf,3014.9,25888.0,1.0309299,0.43427230046948356,0.3403755868544601,0.31690140845070425
5839,522291,1,0,inf,3014.9,25888.0,1.0309299,0.43427230046948356,0.3403755868544601,0.31690140845070425
5840,532112,1,0,inf,3014.9,25888.0,1.0309299,0.43427230046948356,0.3403755868544601,0.31690140845070425
5841,722512,1,1,1.0,3014.9,25888.0,1.0309299,0.43427230046948356,0.3403755868544601,0.31690140845070425
5842,812114,1,0,inf,3014.9,25888.0,1.0309299,0.43427230046948356,0.3403755868544601,0.31690140845070425
5843,4453,2,2,1.0,2751.1,27616.0,1.5546693,0.35269709543568467,0.2697095435684647,0.5186721991701245
5844,4481,1,1,1.0,2751.1,27616.0,1.5546693,0.35269709543568467,0.2697095435684647,0.5186721991701245
5845,5221,1,2,0.5,2751.1,27616.0,1.5546693,0.35269709543568467,0.2697095435684647,0.5186721991701245
5846,44314,1,1,1.0,2751.1,27616.0,1.5546693,0.35269709543568467,0.2697095435684647,0.5186721991701245
5847,44511,3,3,1.0,2751.1,27616.0,1.5546693,0.35269709543568467,0.2697095435684647,0.5186721991701245
5848,44611,2,3,0.6666666666666666,2751.1,27616.0,1.5546693,0.35269709543568467,0.2697095435684647,0.5186721991701245
5849,45112,1,0,inf,2751.1,27616.0,1.5546693,0.35269709543568467,0.2697095435684647,0.5186721991701245
5850,71394,1,1,1.0,2751.1,27616.0,1.5546693,0.35269709543568467,0.2697095435684647,0.5186721991701245
5851,81293,27,0,inf,2751.1,27616.0,1.5546693,0.35269709543568467,0.2697095435684647,0.5186721991701245
5852,452110,1,0,inf,2751.1,27616.0,1.5546693,0.35269709543568467,0.2697095435684647,0.5186721991701245
5853,722511,3,2,1.5,2751.1,27616.0,1.5546693,0.35269709543568467,0.2697095435684647,0.5186721991701245
5854,722512,5,10,0.5,2751.1,27616.0,1.5546693,0.35269709543568467,0.2697095435684647,0.5186721991701245
5855,81293,1,0,inf,10296.1,21568.0,1.339178,0.5287569573283859,0.287569573283859,0.3200371057513915
5856,6111,1,0,inf,2562.4,30976.0,2.5167279,0.4671968190854871,0.4572564612326044,0.5467196819085487
5857,81293,1,0,inf,2562.4,30976.0,2.5167279,0.4671968190854871,0.4572564612326044,0.5467196819085487
5858,5221,1,0,inf,2898.3,35776.0,2.1827474,0.39893617021276595,0.49645390070921985,0.5762411347517731
5859,8131,2,1,2.0,2898.3,35776.0,2.1827474,0.39893617021276595,0.49645390070921985,0.5762411347517731
5860,44512,2,1,2.0,2898.3,35776.0,2.1827474,0.39893617021276595,0.49645390070921985,0.5762411347517731
5861,44711,2,0,inf,2898.3,35776.0,2.1827474,0.39893617021276595,0.49645390070921985,0.5762411347517731
5862,81293,2,0,inf,2898.3,35776.0,2.1827474,0.39893617021276595,0.49645390070921985,0.5762411347517731
5863,722511,1,3,0.3333333333333333,2898.3,35776.0,2.1827474,0.39893617021276595,0.49645390070921985,0.5762411347517731
5864,81293,7,0,inf,222.0,39680.0,-0.54316056,0.6928838951310862,0.8426966292134831,0.5056179775280899
5865,81293,1,0,inf,2178.9,36736.0,1.881948,0.7631578947368421,0.7368421052631579,0.4868421052631579
5866,6111,1,0,inf,2069.3,50389.0,1.0120157,0.5434782608695652,0.5108695652173914,0.5217391304347826
5867,81293,1,0,inf,2069.3,50389.0,1.0120157,0.5434782608695652,0.5108695652173914,0.5217391304347826
5868,6111,1,0,inf,2998.3,18197.0,1.9084209,0.3142857142857143,0.1523809523809524,0.3523809523809524
5869,44512,1,0,inf,2998.3,18197.0,1.9084209,0.3142857142857143,0.1523809523809524,0.3523809523809524
5870,44711,1,0,inf,2998.3,18197.0,1.9084209,0.3142857142857143,0.1523809523809524,0.3523809523809524
5871,52421,1,0,inf,2998.3,18197.0,1.9084209,0.3142857142857143,0.1523809523809524,0.3523809523809524
5872,81293,2,0,inf,2998.3,18197.0,1.9084209,0.3142857142857143,0.1523809523809524,0.3523809523809524
5873,4411,1,0,inf,4103.5,21914.0,2.8934278,0.2933832709113608,0.1560549313358302,0.49313358302122345
5874,81293,5,0,inf,4103.5,21914.0,2.8934278,0.2933832709113608,0.1560549313358302,0.49313358302122345
5875,532112,1,0,inf,4103.5,21914.0,2.8934278,0.2933832709113608,0.1560549313358302,0.49313358302122345
5876,81293,3,0,inf,10308.6,26112.0,3.0522583,0.4041916167664671,0.3967065868263473,0.47904191616766467
5877,6111,1,0,inf,3043.5,21952.0,2.6752381,0.2727272727272727,0.22077922077922077,0.4155844155844156
5878,447,1,1,1.0,2536.2,22368.0,2.4772332,0.26054590570719605,0.22332506203473945,0.3349875930521092
5879,491,1,0,inf,2536.2,22368.0,2.4772332,0.26054590570719605,0.22332506203473945,0.3349875930521092
5880,6111,1,0,inf,2536.2,22368.0,2.4772332,0.26054590570719605,0.22332506203473945,0.3349875930521092
5881,8123,1,1,1.0,2536.2,22368.0,2.4772332,0.26054590570719605,0.22332506203473945,0.3349875930521092
5882,8131,2,1,2.0,2536.2,22368.0,2.4772332,0.26054590570719605,0.22332506203473945,0.3349875930521092
5883,44314,1,0,inf,2536.2,22368.0,2.4772332,0.26054590570719605,0.22332506203473945,0.3349875930521092
5884,44512,3,1,3.0,2536.2,22368.0,2.4772332,0.26054590570719605,0.22332506203473945,0.3349875930521092
5885,44611,1,1,1.0,2536.2,22368.0,2.4772332,0.26054590570719605,0.22332506203473945,0.3349875930521092
5886,44711,3,1,3.0,2536.2,22368.0,2.4772332,0.26054590570719605,0.22332506203473945,0.3349875930521092
5887,81293,5,0,inf,2536.2,22368.0,2.4772332,0.26054590570719605,0.22332506203473945,0.3349875930521092
5888,522291,1,0,inf,2536.2,22368.0,2.4772332,0.26054590570719605,0.22332506203473945,0.3349875930521092
5889,541212,1,0,inf,2536.2,22368.0,2.4772332,0.26054590570719605,0.22332506203473945,0.3349875930521092
5890,722511,5,0,inf,2536.2,22368.0,2.4772332,0.26054590570719605,0.22332506203473945,0.3349875930521092
5891,722512,2,1,2.0,2536.2,22368.0,2.4772332,0.26054590570719605,0.22332506203473945,0.3349875930521092
5892,812114,1,0,inf,2536.2,22368.0,2.4772332,0.26054590570719605,0.22332506203473945,0.3349875930521092
5893,447,2,0,inf,582.8,36544.0,0.69054449,0.5271565495207667,0.7188498402555911,0.5431309904153354
5894,4411,1,0,inf,582.8,36544.0,0.69054449,0.5271565495207667,0.7188498402555911,0.5431309904153354
5895,6111,2,0,inf,582.8,36544.0,0.69054449,0.5271565495207667,0.7188498402555911,0.5431309904153354
5896,8111,1,3,0.3333333333333333,582.8,36544.0,0.69054449,0.5271565495207667,0.7188498402555911,0.5431309904153354
5897,44511,1,0,inf,582.8,36544.0,0.69054449,0.5271565495207667,0.7188498402555911,0.5431309904153354
5898,81293,10,0,inf,582.8,36544.0,0.69054449,0.5271565495207667,0.7188498402555911,0.5431309904153354
5899,532111,1,0,inf,582.8,36544.0,0.69054449,0.5271565495207667,0.7188498402555911,0.5431309904153354
5900,532112,1,0,inf,582.8,36544.0,0.69054449,0.5271565495207667,0.7188498402555911,0.5431309904153354
5901,6111,2,0,inf,3435.4,35744.0,1.2329259,0.4782608695652174,0.31521739130434784,0.6847826086956522
5902,8131,1,1,1.0,3435.4,35744.0,1.2329259,0.4782608695652174,0.31521739130434784,0.6847826086956522
5903,81293,3,0,inf,3435.4,35744.0,1.2329259,0.4782608695652174,0.31521739130434784,0.6847826086956522
5904,721198,1,0,inf,3771.5,25600.0,1.3722811,0.23858921161825727,0.17634854771784234,0.47717842323651455
5905,81293,1,0,inf,6834.8,23328.0,1.5307533,0.36106750392464676,0.06671899529042387,0.43563579277864994
5906,6111,2,0,inf,5110.4,19392.0,1.5939648,0.3275737940964723,0.04319654427645788,0.29517638588912887
5907,6244,1,0,inf,5110.4,19392.0,1.5939648,0.3275737940964723,0.04319654427645788,0.29517638588912887
5908,51912,1,0,inf,5110.4,19392.0,1.5939648,0.3275737940964723,0.04319654427645788,0.29517638588912887
5909,81293,3,0,inf,5110.4,19392.0,1.5939648,0.3275737940964723,0.04319654427645788,0.29517638588912887
5910,6111,1,0,inf,3989.9,24032.0,1.191094,0.19047619047619047,0.25396825396825395,0.4444444444444444
5911,81293,1,0,inf,3989.9,24032.0,1.191094,0.19047619047619047,0.25396825396825395,0.4444444444444444
5912,6112,1,0,inf,2335.4,32469.0,1.3420172,0.4432624113475177,0.5673758865248227,0.4875886524822695
5913,51912,1,1,1.0,2335.4,32469.0,1.3420172,0.4432624113475177,0.5673758865248227,0.4875886524822695
5914,71311,1,0,inf,2335.4,32469.0,1.3420172,0.4432624113475177,0.5673758865248227,0.4875886524822695
5915,81293,2,0,inf,2335.4,32469.0,1.3420172,0.4432624113475177,0.5673758865248227,0.4875886524822695
5916,6111,2,0,inf,2799.8,26784.0,2.186115,0.3416666666666667,0.23333333333333334,0.45
5917,8131,1,0,inf,2799.8,26784.0,2.186115,0.3416666666666667,0.23333333333333334,0.45
5918,81293,2,0,inf,2799.8,26784.0,2.186115,0.3416666666666667,0.23333333333333334,0.45
5919,6111,1,0,inf,5441.1,21792.0,2.0923963,0.3333333333333333,0.10606060606060606,0.4393939393939394
5920,81293,1,0,inf,5441.1,21792.0,2.0923963,0.3333333333333333,0.10606060606060606,0.4393939393939394
5921,81293,4,0,inf,10998.1,25312.0,1.9397211,0.5693493150684932,0.5522260273972602,0.4965753424657534
5922,81293,1,0,inf,1833.7,38144.0,2.5116549,0.5692599620493358,0.5597722960151803,0.5218216318785579
5923,6111,1,0,inf,3251.4,39296.0,2.6519799,0.5042016806722689,0.5462184873949579,0.6197478991596639
5924,81293,1,0,inf,3251.4,39296.0,2.6519799,0.5042016806722689,0.5462184873949579,0.6197478991596639
5925,8131,1,0,inf,8249.8,29632.0,3.4286804,0.30369718309859156,0.4225352112676056,0.5809859154929577
5926,81293,3,0,inf,8249.8,29632.0,3.4286804,0.30369718309859156,0.4225352112676056,0.5809859154929577
5927,81293,2,0,inf,13643.0,33152.0,3.0976801,0.33154121863799285,0.3942652329749104,0.5555555555555556
5928,6111,1,0,inf,2447.6,23552.0,0.54870349,0.3249630723781389,0.18463810930576072,0.3914327917282127
5929,81293,1,0,inf,2447.6,23552.0,0.54870349,0.3249630723781389,0.18463810930576072,0.3914327917282127
5930,4411,1,0,inf,1160.6,18432.0,1.0789932,0.2825342465753425,0.10273972602739725,0.5308219178082192
5931,5221,4,3,1.3333333333333333,1160.6,18432.0,1.0789932,0.2825342465753425,0.10273972602739725,0.5308219178082192
5932,6111,3,0,inf,1160.6,18432.0,1.0789932,0.2825342465753425,0.10273972602739725,0.5308219178082192
5933,8131,3,2,1.5,1160.6,18432.0,1.0789932,0.2825342465753425,0.10273972602739725,0.5308219178082192
5934,44131,1,0,inf,1160.6,18432.0,1.0789932,0.2825342465753425,0.10273972602739725,0.5308219178082192
5935,81293,22,0,inf,1160.6,18432.0,1.0789932,0.2825342465753425,0.10273972602739725,0.5308219178082192
5936,532111,1,0,inf,1160.6,18432.0,1.0789932,0.2825342465753425,0.10273972602739725,0.5308219178082192
5937,532112,1,0,inf,1160.6,18432.0,1.0789932,0.2825342465753425,0.10273972602739725,0.5308219178082192
5938,6111,1,0,inf,3220.5,26475.0,2.121033,0.3402061855670103,0.26804123711340205,0.4639175257731959
5939,81293,1,0,inf,3220.5,26475.0,2.121033,0.3402061855670103,0.26804123711340205,0.4639175257731959
5940,6111,1,0,inf,3306.7,27744.0,1.5726553,0.6038647342995169,0.45893719806763283,0.42673107890499196
5941,81293,3,0,inf,3306.7,27744.0,1.5726553,0.6038647342995169,0.45893719806763283,0.42673107890499196
5942,6111,2,1,2.0,2925.7,25664.0,1.2364364,0.48231511254019294,0.4662379421221865,0.23311897106109325
5943,81293,1,0,inf,2925.7,25664.0,1.2364364,0.48231511254019294,0.4662379421221865,0.23311897106109325
5944,447,1,1,1.0,3326.1,25664.0,0.50414526,0.49891540130151846,0.39045553145336226,0.43383947939262474
5945,8131,1,1,1.0,3326.1,25664.0,0.50414526,0.49891540130151846,0.39045553145336226,0.43383947939262474
5946,81293,5,0,inf,3326.1,25664.0,0.50414526,0.49891540130151846,0.39045553145336226,0.43383947939262474
5947,722511,1,0,inf,3326.1,25664.0,0.50414526,0.49891540130151846,0.39045553145336226,0.43383947939262474
5948,722512,1,1,1.0,3326.1,25664.0,0.50414526,0.49891540130151846,0.39045553145336226,0.43383947939262474
5949,81293,1,0,inf,3957.6,40256.0,3.4686494,0.45454545454545453,0.4662004662004662,0.5944055944055944
5950,6111,2,0,inf,2173.8,41856.0,3.7796166,0.4854368932038835,0.5906148867313916,0.5906148867313916
5951,6244,1,2,0.5,2173.8,41856.0,3.7796166,0.4854368932038835,0.5906148867313916,0.5906148867313916
5952,81293,1,0,inf,2173.8,41856.0,3.7796166,0.4854368932038835,0.5906148867313916,0.5906148867313916
5953,447,1,0,inf,2964.6,36096.0,1.9714199,0.35984848484848486,0.4356060606060606,0.5681818181818182
5954,5221,1,1,1.0,2964.6,36096.0,1.9714199,0.35984848484848486,0.4356060606060606,0.5681818181818182
5955,8123,1,1,1.0,2964.6,36096.0,1.9714199,0.35984848484848486,0.4356060606060606,0.5681818181818182
5956,44512,1,1,1.0,2964.6,36096.0,1.9714199,0.35984848484848486,0.4356060606060606,0.5681818181818182
5957,44611,1,1,1.0,2964.6,36096.0,1.9714199,0.35984848484848486,0.4356060606060606,0.5681818181818182
5958,44711,1,0,inf,2964.6,36096.0,1.9714199,0.35984848484848486,0.4356060606060606,0.5681818181818182
5959,81293,1,0,inf,2964.6,36096.0,1.9714199,0.35984848484848486,0.4356060606060606,0.5681818181818182
5960,722511,1,3,0.3333333333333333,2964.6,36096.0,1.9714199,0.35984848484848486,0.4356060606060606,0.5681818181818182
5961,722512,1,0,inf,2964.6,36096.0,1.9714199,0.35984848484848486,0.4356060606060606,0.5681818181818182
5962,81293,4,0,inf,9577.9,17600.0,5.0499802,0.5167173252279635,0.09878419452887538,0.22796352583586627
5963,5613,2,2,1.0,21332.3,25525.0,8.7693243,0.26451138868479057,0.25349008082292435,0.6429096252755327
5964,8123,1,0,inf,21332.3,25525.0,8.7693243,0.26451138868479057,0.25349008082292435,0.6429096252755327
5965,8131,1,0,inf,21332.3,25525.0,8.7693243,0.26451138868479057,0.25349008082292435,0.6429096252755327
5966,8133,1,0,inf,21332.3,25525.0,8.7693243,0.26451138868479057,0.25349008082292435,0.6429096252755327
5967,8134,1,0,inf,21332.3,25525.0,8.7693243,0.26451138868479057,0.25349008082292435,0.6429096252755327
5968,51111,1,0,inf,21332.3,25525.0,8.7693243,0.26451138868479057,0.25349008082292435,0.6429096252755327
5969,54111,1,15,0.06666666666666668,21332.3,25525.0,8.7693243,0.26451138868479057,0.25349008082292435,0.6429096252755327
5970,54181,1,1,1.0,21332.3,25525.0,8.7693243,0.26451138868479057,0.25349008082292435,0.6429096252755327
5971,81293,7,0,inf,21332.3,25525.0,8.7693243,0.26451138868479057,0.25349008082292435,0.6429096252755327
5972,81392,1,0,inf,21332.3,25525.0,8.7693243,0.26451138868479057,0.25349008082292435,0.6429096252755327
5973,541514,1,2,0.5,21332.3,25525.0,8.7693243,0.26451138868479057,0.25349008082292435,0.6429096252755327
5974,722511,5,7,0.7142857142857143,21332.3,25525.0,8.7693243,0.26451138868479057,0.25349008082292435,0.6429096252755327
5975,722512,3,2,1.5,21332.3,25525.0,8.7693243,0.26451138868479057,0.25349008082292435,0.6429096252755327
5976,812114,1,0,inf,21332.3,25525.0,8.7693243,0.26451138868479057,0.25349008082292435,0.6429096252755327
5977,4453,1,1,1.0,2934.8,53888.0,6.5212779,0.5555555555555556,0.5092592592592593,0.5370370370370371
5978,5613,2,1,2.0,2934.8,53888.0,6.5212779,0.5555555555555556,0.5092592592592593,0.5370370370370371
5979,81293,2,0,inf,2934.8,53888.0,6.5212779,0.5555555555555556,0.5092592592592593,0.5370370370370371
5980,812114,1,0,inf,2934.8,53888.0,6.5212779,0.5555555555555556,0.5092592592592593,0.5370370370370371
5981,44411,1,1,1.0,3156.6,38976.0,4.0706568,0.3185328185328185,0.23166023166023167,0.5405405405405406
5982,44512,1,0,inf,3156.6,38976.0,4.0706568,0.3185328185328185,0.23166023166023167,0.5405405405405406
5983,44611,1,3,0.3333333333333333,3156.6,38976.0,4.0706568,0.3185328185328185,0.23166023166023167,0.5405405405405406
5984,44711,1,0,inf,3156.6,38976.0,4.0706568,0.3185328185328185,0.23166023166023167,0.5405405405405406
5985,81293,4,0,inf,3156.6,38976.0,4.0706568,0.3185328185328185,0.23166023166023167,0.5405405405405406
5986,44512,1,0,inf,3268.4,34261.0,2.2437093,0.46632124352331605,0.5440414507772021,0.6088082901554405
5987,44711,1,0,inf,3268.4,34261.0,2.2437093,0.46632124352331605,0.5440414507772021,0.6088082901554405
5988,8131,1,0,inf,3346.3,34944.0,4.8607998,0.7474600870827286,0.6894049346879536,0.4934687953555878
5989,71212,1,0,inf,3346.3,34944.0,4.8607998,0.7474600870827286,0.6894049346879536,0.4934687953555878
5990,81293,2,0,inf,3346.3,34944.0,4.8607998,0.7474600870827286,0.6894049346879536,0.4934687953555878
5991,8123,1,0,inf,11304.9,47424.0,5.2298546,0.6654888103651354,0.7067137809187279,0.4829210836277974
5992,722511,1,0,inf,11304.9,47424.0,5.2298546,0.6654888103651354,0.7067137809187279,0.4829210836277974
5993,7224,1,0,inf,9674.1,35925.0,6.1654711,0.8776595744680851,0.8776595744680851,0.4787234042553192
5994,8131,1,2,0.5,9674.1,35925.0,6.1654711,0.8776595744680851,0.8776595744680851,0.4787234042553192
5995,44512,1,1,1.0,9674.1,35925.0,6.1654711,0.8776595744680851,0.8776595744680851,0.4787234042553192
5996,44711,1,0,inf,9674.1,35925.0,6.1654711,0.8776595744680851,0.8776595744680851,0.4787234042553192
5997,81293,2,0,inf,9674.1,35925.0,6.1654711,0.8776595744680851,0.8776595744680851,0.4787234042553192
5998,6111,1,0,inf,5062.2,31168.0,6.7390995,0.6695331695331695,0.6081081081081081,0.40540540540540543
5999,44413,1,1,1.0,5062.2,31168.0,6.7390995,0.6695331695331695,0.6081081081081081,0.40540540540540543
6000,81293,4,0,inf,5062.2,31168.0,6.7390995,0.6695331695331695,0.6081081081081081,0.40540540540540543
6001,452110,1,0,inf,5062.2,31168.0,6.7390995,0.6695331695331695,0.6081081081081081,0.40540540540540543
6002,812114,1,0,inf,5062.2,31168.0,6.7390995,0.6695331695331695,0.6081081081081081,0.40540540540540543
6003,4481,2,0,inf,11746.4,27360.0,4.9601884,0.7230142566191446,0.6008146639511202,0.4378818737270876
6004,4482,1,0,inf,11746.4,27360.0,4.9601884,0.7230142566191446,0.6008146639511202,0.4378818737270876
6005,4531,1,0,inf,11746.4,27360.0,4.9601884,0.7230142566191446,0.6008146639511202,0.4378818737270876
6006,8131,1,1,1.0,11746.4,27360.0,4.9601884,0.7230142566191446,0.6008146639511202,0.4378818737270876
6007,44314,1,0,inf,11746.4,27360.0,4.9601884,0.7230142566191446,0.6008146639511202,0.4378818737270876
6008,44511,1,0,inf,11746.4,27360.0,4.9601884,0.7230142566191446,0.6008146639511202,0.4378818737270876
6009,45391,1,0,inf,11746.4,27360.0,4.9601884,0.7230142566191446,0.6008146639511202,0.4378818737270876
6010,71394,1,1,1.0,11746.4,27360.0,4.9601884,0.7230142566191446,0.6008146639511202,0.4378818737270876
6011,452110,1,0,inf,11746.4,27360.0,4.9601884,0.7230142566191446,0.6008146639511202,0.4378818737270876
6012,722511,3,3,1.0,11746.4,27360.0,4.9601884,0.7230142566191446,0.6008146639511202,0.4378818737270876
6013,722512,1,2,0.5,11746.4,27360.0,4.9601884,0.7230142566191446,0.6008146639511202,0.4378818737270876
6014,812114,2,0,inf,11746.4,27360.0,4.9601884,0.7230142566191446,0.6008146639511202,0.4378818737270876
6015,812115,1,0,inf,11746.4,27360.0,4.9601884,0.7230142566191446,0.6008146639511202,0.4378818737270876
6016,6111,2,0,inf,6583.9,36256.0,4.6741185,0.6319290465631929,0.5764966740576497,0.5210643015521065
6017,44512,1,0,inf,6583.9,36256.0,4.6741185,0.6319290465631929,0.5764966740576497,0.5210643015521065
6018,44711,1,0,inf,6583.9,36256.0,4.6741185,0.6319290465631929,0.5764966740576497,0.5210643015521065
6019,51912,1,1,1.0,6583.9,36256.0,4.6741185,0.6319290465631929,0.5764966740576497,0.5210643015521065
6020,81293,1,0,inf,6583.9,36256.0,4.6741185,0.6319290465631929,0.5764966740576497,0.5210643015521065
6021,722511,1,1,1.0,6583.9,36256.0,4.6741185,0.6319290465631929,0.5764966740576497,0.5210643015521065
6022,445291,1,0,inf,13151.1,24448.0,5.0040059,0.58679706601467,0.45232273838630804,0.4156479217603912
6023,81293,1,0,inf,1925.4,34944.0,3.3767638,0.4270833333333333,0.4166666666666667,0.6666666666666666
6024,8131,1,0,inf,3942.7,44928.0,0.80976152,0.4537953795379538,0.5693069306930693,0.5610561056105611
6025,81293,2,0,inf,3942.7,44928.0,0.80976152,0.4537953795379538,0.5693069306930693,0.5610561056105611
6026,81293,1,0,inf,13922.4,25344.0,5.8743482,0.7327141382868937,0.5882352941176471,0.4179566563467492
6027,6111,1,0,inf,7086.6,53248.0,5.6504307,0.8777777777777778,0.7,0.5444444444444444
6028,44512,1,0,inf,7086.6,53248.0,5.6504307,0.8777777777777778,0.7,0.5444444444444444
6029,44711,1,0,inf,7086.6,53248.0,5.6504307,0.8777777777777778,0.7,0.5444444444444444
6030,81293,1,0,inf,7086.6,53248.0,5.6504307,0.8777777777777778,0.7,0.5444444444444444
6031,5221,1,1,1.0,3274.9,53376.0,6.6824269,0.6646825396825397,0.6150793650793651,0.5357142857142857
6032,6111,1,0,inf,3274.9,53376.0,6.6824269,0.6646825396825397,0.6150793650793651,0.5357142857142857
6033,44512,1,0,inf,3274.9,53376.0,6.6824269,0.6646825396825397,0.6150793650793651,0.5357142857142857
6034,44711,1,0,inf,3274.9,53376.0,6.6824269,0.6646825396825397,0.6150793650793651,0.5357142857142857
6035,81293,2,0,inf,3274.9,53376.0,6.6824269,0.6646825396825397,0.6150793650793651,0.5357142857142857
6036,4453,1,0,inf,9240.5,54400.0,6.2947288,0.5870841487279843,0.6164383561643836,0.5870841487279843
6037,5221,2,1,2.0,9240.5,54400.0,6.2947288,0.5870841487279843,0.6164383561643836,0.5870841487279843
6038,7224,1,0,inf,9240.5,54400.0,6.2947288,0.5870841487279843,0.6164383561643836,0.5870841487279843
6039,8131,1,0,inf,9240.5,54400.0,6.2947288,0.5870841487279843,0.6164383561643836,0.5870841487279843
6040,44511,1,0,inf,9240.5,54400.0,6.2947288,0.5870841487279843,0.6164383561643836,0.5870841487279843
6041,44521,1,1,1.0,9240.5,54400.0,6.2947288,0.5870841487279843,0.6164383561643836,0.5870841487279843
6042,81293,1,0,inf,9240.5,54400.0,6.2947288,0.5870841487279843,0.6164383561643836,0.5870841487279843
6043,452110,1,0,inf,9240.5,54400.0,6.2947288,0.5870841487279843,0.6164383561643836,0.5870841487279843
6044,722511,1,1,1.0,9240.5,54400.0,6.2947288,0.5870841487279843,0.6164383561643836,0.5870841487279843
6045,6111,3,0,inf,6946.1,45824.0,6.0767574,0.625,0.625,0.5280172413793104
6046,44512,1,0,inf,6946.1,45824.0,6.0767574,0.625,0.625,0.5280172413793104
6047,44711,1,0,inf,6946.1,45824.0,6.0767574,0.625,0.625,0.5280172413793104
6048,4421,1,1,1.0,10475.5,34534.0,6.1658111,0.6675567423230975,0.6341789052069426,0.5740987983978638
6049,7224,1,1,1.0,10475.5,34534.0,6.1658111,0.6675567423230975,0.6341789052069426,0.5740987983978638
6050,8131,3,0,inf,10475.5,34534.0,6.1658111,0.6675567423230975,0.6341789052069426,0.5740987983978638
6051,44512,1,0,inf,10475.5,34534.0,6.1658111,0.6675567423230975,0.6341789052069426,0.5740987983978638
6052,44611,2,2,1.0,10475.5,34534.0,6.1658111,0.6675567423230975,0.6341789052069426,0.5740987983978638
6053,44711,1,0,inf,10475.5,34534.0,6.1658111,0.6675567423230975,0.6341789052069426,0.5740987983978638
6054,51912,1,1,1.0,10475.5,34534.0,6.1658111,0.6675567423230975,0.6341789052069426,0.5740987983978638
6055,71394,1,1,1.0,10475.5,34534.0,6.1658111,0.6675567423230975,0.6341789052069426,0.5740987983978638
6056,81293,1,0,inf,10475.5,34534.0,6.1658111,0.6675567423230975,0.6341789052069426,0.5740987983978638
6057,445291,1,0,inf,10475.5,34534.0,6.1658111,0.6675567423230975,0.6341789052069426,0.5740987983978638
6058,452110,1,0,inf,10475.5,34534.0,6.1658111,0.6675567423230975,0.6341789052069426,0.5740987983978638
6059,722512,1,1,1.0,10475.5,34534.0,6.1658111,0.6675567423230975,0.6341789052069426,0.5740987983978638
6060,541212,1,0,inf,11580.3,34304.0,6.2907767,0.8501118568232662,0.727069351230425,0.5592841163310962
6061,81293,1,0,inf,15684.1,20448.0,6.1635365,0.6595744680851063,0.4716312056737589,0.3829787234042553
6062,6111,1,0,inf,3144.8,30784.0,1.4611975,0.37170263788968827,0.49160671462829736,0.7074340527577938
6063,81293,1,0,inf,3144.8,30784.0,1.4611975,0.37170263788968827,0.49160671462829736,0.7074340527577938
6064,8123,2,0,inf,17613.6,19936.0,4.1164465,0.22287390029325513,0.17302052785923755,0.5366568914956011
6065,44511,1,1,1.0,17613.6,19936.0,4.1164465,0.22287390029325513,0.17302052785923755,0.5366568914956011
6066,44512,1,1,1.0,17613.6,19936.0,4.1164465,0.22287390029325513,0.17302052785923755,0.5366568914956011
6067,44611,1,1,1.0,17613.6,19936.0,4.1164465,0.22287390029325513,0.17302052785923755,0.5366568914956011
6068,44711,1,0,inf,17613.6,19936.0,4.1164465,0.22287390029325513,0.17302052785923755,0.5366568914956011
6069,81293,8,0,inf,17613.6,19936.0,4.1164465,0.22287390029325513,0.17302052785923755,0.5366568914956011
6070,722511,1,0,inf,17613.6,19936.0,4.1164465,0.22287390029325513,0.17302052785923755,0.5366568914956011
6071,722512,2,1,2.0,17613.6,19936.0,4.1164465,0.22287390029325513,0.17302052785923755,0.5366568914956011
6072,812114,1,0,inf,17613.6,19936.0,4.1164465,0.22287390029325513,0.17302052785923755,0.5366568914956011
6073,6111,1,0,inf,17043.6,18837.0,4.4876742,0.21183053557154277,0.14788169464428458,0.5415667466027179
6074,81293,8,0,inf,17043.6,18837.0,4.4876742,0.21183053557154277,0.14788169464428458,0.5415667466027179
6075,71391,1,0,inf,2869.1,26368.0,3.7751966,0.4916317991631799,0.4707112970711297,0.42887029288702927
6076,81293,2,0,inf,28818.2,19616.0,3.9678824,0.32597266035751843,0.21556256572029442,0.39957939011566773
6077,6111,1,0,inf,4160.6,25792.0,3.5305035,0.6081081081081081,0.6177606177606177,0.29922779922779924
6078,51912,1,1,1.0,4160.6,25792.0,3.5305035,0.6081081081081081,0.6177606177606177,0.29922779922779924
6079,81293,2,0,inf,8895.2,28192.0,4.2676549,0.4657387580299786,0.41755888650963596,0.4068522483940043
6080,8131,1,1,1.0,8824.7,25344.0,6.5474458,0.5756207674943566,0.5417607223476298,0.40632054176072235
6081,44512,1,0,inf,8824.7,25344.0,6.5474458,0.5756207674943566,0.5417607223476298,0.40632054176072235
6082,44711,1,0,inf,8824.7,25344.0,6.5474458,0.5756207674943566,0.5417607223476298,0.40632054176072235
